Param hash,Model,Scenario,Region,Damage quantile,SLR quantile,SLR adaptation,Target,Discounting,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
f95410cce,MIMOSA,baseline,RCAM,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,302.334,322.905,347.085,369.953,401.657,453.958,529.106,624.552,727.793,825.735,914.633,994.328,1069.97,1146.81,1224.03,1300.48,1380.33,1467.55,1558.6,1649.01,1739.48,1831.5,1924.79,2018.63,2112.99,2207.57,2300.33
f95410cce,MIMOSA,baseline,RSAF,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,786.528,727.593,801.885,1158.23,1460.38,1381.82,1118.18,941.433,906.706,1004.63,1190.09,1411.12,1620.77,1789.64,1943.78,2110.07,2276.23,2424.03,2540.48,2618.06,2661.07,2674.56,2659.86,2618.18,2552.49,2465.25,2355.93
f95410cce,MIMOSA,baseline,RSAM,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,1383.48,1559.96,1670.25,1691.93,1783.7,2066.5,2305.49,2269.31,2142.24,2158.84,2293.1,2455.22,2578.08,2621.77,2646.63,2722.29,2831.87,2941.6,3051.07,3167.72,3291.79,3421.58,3557.17,3699.02,3847.15,4001.14,4159.63
f95410cce,MIMOSA,baseline,RSAS,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,417.044,548.493,686.85,824.433,976.585,1162.63,1396.13,1680.89,1987.59,2288.98,2598.38,2933.84,3291.98,3666.67,4060.33,4474.22,4899.06,5319.85,5706.24,6033.2,6306.48,6535.71,6720.86,6860.74,6958.52,7015.86,7025.19
f95410cce,MIMOSA,baseline,RUS,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,1878.2,1998.3,2089.82,2125.8,2117.86,2087.45,2056.68,2044.26,2062.93,2109.31,2120.16,2047.42,1960.22,1930.04,1924.23,1897.72,1858.38,1823.14,1792.49,1763.78,1737.42,1714.22,1694.2,1677.2,1663.09,1651.89,1644.07
f95410cce,MIMOSA,baseline,SAF,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,507.151,554.982,578.191,583.491,596.358,636.648,686.44,723.346,742.981,746.58,740.006,729.49,718.41,708.736,699.993,691.227,681.882,671.455,659.48,645.743,630.406,613.633,595.481,576.013,555.342,533.567,510.727
f95410cce,MIMOSA,baseline,SEAS,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,1514.17,1833.58,2112.31,2275.19,2337.07,2345.07,2388.63,2533.25,2707.08,2835.3,2967.8,3149.71,3282.67,3283.51,3273.8,3381.25,3552.3,3706.5,3839.27,3962.61,4076.56,4178.42,4268.28,4346.84,4414.69,4471.56,4514.34
f95410cce,MIMOSA,baseline,STAN,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,485.141,530.704,562.166,570.182,555.143,525.363,511.47,534.494,558.55,552.883,562.406,627.64,696.192,712.543,700.241,693.675,692.346,689.022,684.269,680.147,676.62,673.218,669.999,667.118,664.565,662.298,660.341
f95410cce,MIMOSA,baseline,TUR,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,435.783,494.362,533.197,545.567,548.669,561.604,588.117,625.886,663.621,690.856,709.248,723.456,737.941,754.423,764.091,759.404,748.083,739.181,732.279,725.301,718.522,712.57,707.421,702.93,699.088,695.921,693.501
f95410cce,MIMOSA,baseline,UKR,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,403.864,404.087,419.511,465.272,509.073,520.186,521.423,537.971,552.924,546.543,529.48,516.498,507.568,500.021,496.003,497.612,501.868,505.328,507.827,509.948,511.727,513.059,513.96,514.476,514.637,514.44,513.792
f95410cce,MIMOSA,baseline,USA,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,5393.82,5157.06,4959.94,4911.55,4965.4,5044.61,5115.37,5157.39,5160.8,5123.08,5061.29,5001.69,4985.38,5038.2,5113.16,5161.01,5193.28,5229.47,5262.67,5282.83,5291.27,5291.04,5282.08,5263.9,5237.16,5202.37,5158.53
f95410cce,MIMOSA,baseline,WAF,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,1817.0,2784.14,3293.18,3006.59,2572.99,2608.82,2652.88,2235.23,1869.83,2103.3,2726.23,3416.12,4096.19,4754.74,5395.52,6020.64,6618.74,7169.81,7623.17,7940.05,8135.17,8228.38,8224.13,8125.95,7944.34,7688.02,7355.16
f95410cce,MIMOSA,baseline,WEU,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,3131.74,2974.94,2856.55,2800.1,2844.42,3012.77,3252.97,3496.45,3684.6,3785.47,3864.22,3978.67,4059.17,4043.48,4024.96,4099.67,4222.04,4327.03,4410.9,4483.15,4543.97,4591.48,4625.98,4648.33,4659.3,4659.05,4645.68
f95410cce,MIMOSA,baseline,World,5,5,True,baseline,,Emissions|CO2,Mt CO2/yr,,,42817.275,46676.106,49612.564,51528.324,53041.79,54662.46,56020.336,56772.05,57540.817,58956.697,60771.234,62591.913,64248.147,65693.19,67241.746,69196.461,71351.167,73398.238,75192.064,76675.122,77886.062,78864.606,79618.217,80153.26,80492.869,80651.078,80601.119
f95410cce,MIMOSA,baseline,BRA,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00456,-0.01005,-0.01643,-0.02374,-0.03205,-0.04138,-0.05168,-0.06299,-0.07549,-0.08934,-0.10463,-0.1214,-0.13969,-0.1596,-0.18134,-0.20509,-0.23094,-0.25892,-0.28899,-0.32113,-0.35532,-0.39152,-0.42965,-0.46966,-0.51147,-0.55498
f95410cce,MIMOSA,baseline,CAN,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00082,0.00177,0.00287,0.00411,0.0055,0.00706,0.00876,0.01062,0.01266,0.0149,0.01736,0.02003,0.02292,0.02605,0.02945,0.03313,0.03711,0.0414,0.04599,0.05088,0.05606,0.06153,0.06729,0.07332,0.07961,0.08615
f95410cce,MIMOSA,baseline,CEU,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00049,0.00108,0.00177,0.00256,0.00345,0.00446,0.00558,0.00681,0.00818,0.0097,0.01139,0.01326,0.01531,0.01755,0.02,0.02269,0.02563,0.02882,0.03226,0.03595,0.03988,0.04405,0.04845,0.05309,0.05793,0.06299
f95410cce,MIMOSA,baseline,CHN,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,-0.00039,-0.00079,-0.00117,-0.00152,-0.00186,-0.00216,-0.00242,-0.00265,-0.00284,-0.00301,-0.00315,-0.00326,-0.00333,-0.00337,-0.00337,-0.00334,-0.00327,-0.00315,-0.00298,-0.00277,-0.00249,-0.00215,-0.00175,-0.00128,-0.00074,-0.00014
f95410cce,MIMOSA,baseline,EAF,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00311,0.0068,0.01106,0.01589,0.02135,0.02744,0.03412,0.04143,0.04948,0.05837,0.06815,0.07887,0.09052,0.10318,0.11698,0.13205,0.14842,0.1661,0.1851,0.20538,0.22692,0.2497,0.27368,0.29882,0.32506,0.35234
f95410cce,MIMOSA,baseline,INDIA,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.0004,-0.00088,-0.00146,-0.00213,-0.00289,-0.00375,-0.00471,-0.00577,-0.00694,-0.00826,-0.00972,-0.01133,-0.0131,-0.01504,-0.01717,-0.01951,-0.02207,-0.02485,-0.02785,-0.03107,-0.03451,-0.03815,-0.04199,-0.04603,-0.05025,-0.05464
f95410cce,MIMOSA,baseline,INDO,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-9e-05,-0.00027,-0.00054,-0.00087,-0.0013,-0.00183,-0.00242,-0.00311,-0.00392,-0.00488,-0.00602,-0.00733,-0.00882,-0.0105,-0.01243,-0.01462,-0.0171,-0.01986,-0.02289,-0.02619,-0.02975,-0.03356,-0.03761,-0.04189,-0.04639,-0.05108
f95410cce,MIMOSA,baseline,JAP,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00078,0.00174,0.00287,0.00419,0.00571,0.00744,0.00937,0.01151,0.01389,0.01653,0.01945,0.02266,0.02617,0.03,0.03418,0.03874,0.04371,0.04909,0.05488,0.06108,0.06767,0.07467,0.08205,0.0898,0.09792,0.10638
f95410cce,MIMOSA,baseline,KOR,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00146,0.00314,0.00503,0.00714,0.00948,0.01205,0.01484,0.01787,0.02115,0.02474,0.02864,0.03286,0.03741,0.04231,0.0476,0.05332,0.05948,0.06609,0.07314,0.08063,0.08854,0.09687,0.10562,0.11475,0.12426,0.13413
f95410cce,MIMOSA,baseline,ME,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00039,0.00081,0.00126,0.00175,0.00226,0.00282,0.0034,0.00402,0.00467,0.00535,0.00606,0.0068,0.00757,0.00838,0.00922,0.01008,0.01098,0.01191,0.01288,0.01388,0.0149,0.01597,0.01706,0.01819,0.01934,0.02053
f95410cce,MIMOSA,baseline,MEX,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00456,-0.01005,-0.01643,-0.02374,-0.03205,-0.04138,-0.05168,-0.06299,-0.07549,-0.08934,-0.10463,-0.1214,-0.13969,-0.1596,-0.18134,-0.20509,-0.23094,-0.25892,-0.28899,-0.32113,-0.35532,-0.39152,-0.42965,-0.46966,-0.51147,-0.55498
f95410cce,MIMOSA,baseline,NAF,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00104,-0.00249,-0.00436,-0.00665,-0.00941,-0.01267,-0.01639,-0.02061,-0.02541,-0.03088,-0.03706,-0.04399,-0.05168,-0.06019,-0.06963,-0.0801,-0.09164,-0.10428,-0.11801,-0.13281,-0.14868,-0.16559,-0.18352,-0.20243,-0.22229,-0.24304
f95410cce,MIMOSA,baseline,OCE,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00033,-0.00079,-0.00139,-0.00213,-0.00304,-0.0041,-0.00533,-0.00671,-0.0083,-0.0101,-0.01215,-0.01445,-0.01701,-0.01984,-0.02299,-0.02648,-0.03034,-0.03457,-0.03916,-0.04412,-0.04944,-0.05512,-0.06113,-0.06748,-0.07414,-0.08111
f95410cce,MIMOSA,baseline,R5.2ASIA,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,-0.00016,-0.00037,-0.00058,-0.00081,-0.00105,-0.0013,-0.00156,-0.00183,-0.00214,-0.00249,-0.00288,-0.00331,-0.0038,-0.00432,-0.00489,-0.00554,-0.0063,-0.00717,-0.00813,-0.00918,-0.01032,-0.01154,-0.01285,-0.01423,-0.01567,-0.01718
f95410cce,MIMOSA,baseline,R5.2LAM,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00456,-0.01005,-0.01643,-0.02374,-0.03205,-0.04138,-0.05168,-0.06299,-0.07549,-0.08934,-0.10463,-0.1214,-0.13969,-0.1596,-0.18134,-0.20509,-0.23095,-0.25892,-0.28899,-0.32113,-0.35532,-0.39152,-0.42965,-0.46966,-0.51147,-0.55498
f95410cce,MIMOSA,baseline,R5.2MAF,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00108,0.00243,0.00411,0.00622,0.00889,0.01221,0.01622,0.02096,0.02649,0.0329,0.04027,0.04857,0.05777,0.06795,0.0792,0.09137,0.10427,0.11788,0.13217,0.14718,0.16291,0.17931,0.19634,0.21393,0.23199,0.2504
f95410cce,MIMOSA,baseline,R5.2OECD,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00057,0.00125,0.00203,0.00291,0.0039,0.00498,0.00617,0.00746,0.00887,0.01041,0.01209,0.01392,0.0159,0.01804,0.02036,0.02287,0.02558,0.02851,0.03165,0.03501,0.03858,0.04235,0.04633,0.0505,0.05486,0.05941
f95410cce,MIMOSA,baseline,R5.2REF,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00029,0.00061,0.00097,0.00135,0.00177,0.00222,0.0027,0.00321,0.00376,0.00435,0.00497,0.00564,0.00635,0.0071,0.00791,0.00876,0.00967,0.01063,0.01165,0.01272,0.01384,0.01501,0.01623,0.0175,0.01881,0.02016
f95410cce,MIMOSA,baseline,RCAM,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00456,-0.01005,-0.01643,-0.02374,-0.03205,-0.04138,-0.05168,-0.06299,-0.07549,-0.08934,-0.10463,-0.1214,-0.13969,-0.1596,-0.18134,-0.20509,-0.23094,-0.25892,-0.28899,-0.32113,-0.35532,-0.39152,-0.42965,-0.46966,-0.51147,-0.55498
f95410cce,MIMOSA,baseline,RSAF,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00311,0.0068,0.01106,0.01589,0.02135,0.02744,0.03412,0.04143,0.04948,0.05837,0.06815,0.07887,0.09052,0.10318,0.11698,0.13205,0.14842,0.1661,0.1851,0.20538,0.22692,0.2497,0.27368,0.29882,0.32506,0.35234
f95410cce,MIMOSA,baseline,RSAM,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00456,-0.01005,-0.01643,-0.02374,-0.03205,-0.04138,-0.05168,-0.06299,-0.07549,-0.08934,-0.10463,-0.1214,-0.13969,-0.1596,-0.18134,-0.20509,-0.23095,-0.25892,-0.28899,-0.32113,-0.35532,-0.39152,-0.42965,-0.46966,-0.51147,-0.55498
f95410cce,MIMOSA,baseline,RSAS,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00071,0.00151,0.00241,0.00338,0.00445,0.00562,0.00686,0.0082,0.00964,0.0112,0.0129,0.01472,0.01668,0.01878,0.02105,0.02349,0.02611,0.02892,0.03191,0.03508,0.03842,0.04192,0.04559,0.04941,0.05338,0.05748
f95410cce,MIMOSA,baseline,RUS,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00029,0.00061,0.00097,0.00135,0.00177,0.00222,0.0027,0.00321,0.00376,0.00435,0.00497,0.00564,0.00635,0.0071,0.00791,0.00876,0.00967,0.01063,0.01165,0.01272,0.01384,0.01501,0.01623,0.0175,0.01881,0.02016
f95410cce,MIMOSA,baseline,SAF,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00198,0.00447,0.00746,0.01098,0.01508,0.01977,0.02504,0.03091,0.03746,0.04478,0.05294,0.06194,0.07182,0.08264,0.09451,0.10754,0.12176,0.13721,0.15387,0.17175,0.19082,0.21107,0.23246,0.25496,0.27854,0.30313
f95410cce,MIMOSA,baseline,SEAS,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-9e-05,-0.00027,-0.00054,-0.00087,-0.0013,-0.00183,-0.00242,-0.00311,-0.00392,-0.00488,-0.00602,-0.00733,-0.00882,-0.0105,-0.01243,-0.01462,-0.0171,-0.01986,-0.02289,-0.02619,-0.02975,-0.03356,-0.03761,-0.04189,-0.04639,-0.05108
f95410cce,MIMOSA,baseline,STAN,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00029,0.00061,0.00097,0.00135,0.00177,0.00222,0.0027,0.00321,0.00376,0.00435,0.00497,0.00564,0.00635,0.0071,0.00791,0.00876,0.00967,0.01063,0.01165,0.01272,0.01384,0.01501,0.01623,0.0175,0.01881,0.02016
f95410cce,MIMOSA,baseline,TUR,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00039,0.00081,0.00126,0.00175,0.00226,0.00282,0.0034,0.00402,0.00467,0.00535,0.00606,0.0068,0.00757,0.00838,0.00922,0.01008,0.01098,0.01191,0.01288,0.01388,0.0149,0.01597,0.01706,0.01819,0.01934,0.02053
f95410cce,MIMOSA,baseline,UKR,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00029,0.00061,0.00097,0.00135,0.00177,0.00222,0.0027,0.00321,0.00376,0.00435,0.00497,0.00564,0.00635,0.0071,0.00791,0.00876,0.00967,0.01063,0.01165,0.01272,0.01384,0.01501,0.01623,0.0175,0.01881,0.02016
f95410cce,MIMOSA,baseline,USA,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00081,0.00178,0.00289,0.00415,0.00557,0.00716,0.0089,0.01081,0.01291,0.01522,0.01776,0.02054,0.02355,0.02682,0.03037,0.03424,0.03843,0.04296,0.04781,0.05298,0.05848,0.06428,0.07039,0.0768,0.08349,0.09044
f95410cce,MIMOSA,baseline,WAF,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00311,0.0068,0.01106,0.01589,0.02135,0.02744,0.03412,0.04143,0.04948,0.05837,0.06815,0.07887,0.09052,0.10318,0.11698,0.13205,0.14842,0.1661,0.1851,0.20538,0.22692,0.2497,0.27368,0.29882,0.32506,0.35234
f95410cce,MIMOSA,baseline,WEU,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00036,0.0008,0.00133,0.00194,0.00265,0.00345,0.00435,0.00534,0.00644,0.00767,0.00904,0.01054,0.0122,0.014,0.01598,0.01815,0.02053,0.0231,0.02588,0.02885,0.03202,0.03539,0.03894,0.04268,0.04659,0.05066
f95410cce,MIMOSA,baseline,World,5,5,True,baseline,,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,-0.00016,-0.00038,-0.00063,-0.00088,-0.00113,-0.00134,-0.00148,-0.00149,-0.00134,-0.001,-0.00043,0.00041,0.00155,0.00305,0.00495,0.00708,0.00926,0.01136,0.01335,0.01521,0.01694,0.01851,0.01986,0.02096,0.02175,0.02214
f95410cce,MIMOSA,baseline,BRA,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00017,0.00035,0.00055,0.00076,0.00098,0.00122,0.00147,0.00174,0.00202,0.00232,0.00262,0.00294,0.00328,0.00363,0.00399,0.00437,0.00476,0.00516,0.00558,0.00601,0.00646,0.00692,0.0074,0.00788,0.00839,0.0089
f95410cce,MIMOSA,baseline,CAN,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00026,0.00053,0.00083,0.00115,0.00149,0.00185,0.00223,0.00264,0.00306,0.00351,0.00398,0.00446,0.00497,0.0055,0.00605,0.00662,0.00721,0.00782,0.00845,0.00911,0.00979,0.01049,0.01121,0.01195,0.01271,0.01349
f95410cce,MIMOSA,baseline,CEU,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,5e-05,0.00011,0.00016,0.0002,0.00023,0.00025,0.00026,0.00027,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028
f95410cce,MIMOSA,baseline,CHN,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00039,0.00081,0.00126,0.00174,0.00226,0.00281,0.00339,0.004,0.00465,0.00533,0.00603,0.00677,0.00754,0.00835,0.00918,0.01004,0.01094,0.01187,0.01283,0.01383,0.01486,0.01592,0.01701,0.01813,0.01929,0.02048
f95410cce,MIMOSA,baseline,EAF,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00025,-0.00052,-0.00081,-0.00112,-0.00145,-0.0018,-0.00218,-0.00257,-0.00299,-0.00342,-0.00387,-0.00435,-0.00484,-0.00536,-0.00589,-0.00645,-0.00702,-0.00762,-0.00824,-0.00888,-0.00954,-0.01022,-0.01092,-0.01164,-0.01238,-0.01315
f95410cce,MIMOSA,baseline,INDIA,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.0002,0.00041,0.00064,0.00089,0.00115,0.00143,0.00172,0.00204,0.00236,0.00271,0.00307,0.00344,0.00383,0.00424,0.00467,0.00511,0.00556,0.00603,0.00652,0.00703,0.00755,0.00809,0.00864,0.00922,0.0098,0.01041
f95410cce,MIMOSA,baseline,INDO,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00114,0.00236,0.00368,0.0051,0.00661,0.00822,0.00992,0.01172,0.01361,0.01559,0.01766,0.01982,0.02208,0.02442,0.02686,0.02939,0.03202,0.03474,0.03756,0.04047,0.04348,0.04658,0.04977,0.05306,0.05645,0.05992
f95410cce,MIMOSA,baseline,JAP,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00027,0.00056,0.00088,0.00122,0.00158,0.00196,0.00237,0.00279,0.00324,0.00372,0.00421,0.00473,0.00526,0.00582,0.0064,0.00701,0.00763,0.00828,0.00895,0.00965,0.01037,0.01111,0.01187,0.01265,0.01346,0.01429
f95410cce,MIMOSA,baseline,KOR,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00034,0.0007,0.0011,0.00152,0.00197,0.00244,0.00295,0.00348,0.00405,0.00464,0.00525,0.00589,0.00656,0.00726,0.00799,0.00874,0.00952,0.01033,0.01117,0.01203,0.01293,0.01385,0.0148,0.01578,0.01679,0.01782
f95410cce,MIMOSA,baseline,ME,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00041,0.00084,0.00131,0.00182,0.00236,0.00293,0.00354,0.00418,0.00485,0.00556,0.0063,0.00707,0.00787,0.00871,0.00958,0.01048,0.01142,0.01239,0.01339,0.01443,0.0155,0.01661,0.01775,0.01892,0.02013,0.02137
f95410cce,MIMOSA,baseline,MEX,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00017,0.00035,0.00055,0.00076,0.00098,0.00122,0.00147,0.00174,0.00202,0.00232,0.00262,0.00294,0.00328,0.00363,0.00399,0.00437,0.00476,0.00516,0.00558,0.00601,0.00646,0.00692,0.0074,0.00788,0.00839,0.0089
f95410cce,MIMOSA,baseline,NAF,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00076,0.00159,0.00248,0.00343,0.00445,0.00553,0.00668,0.00789,0.00916,0.01049,0.01188,0.01334,0.01485,0.01643,0.01808,0.01978,0.02155,0.02338,0.02527,0.02723,0.02925,0.03134,0.03349,0.03571,0.03798,0.04032
f95410cce,MIMOSA,baseline,OCE,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.0003,0.00063,0.00098,0.00136,0.00176,0.00218,0.00264,0.00311,0.00362,0.00414,0.00469,0.00527,0.00587,0.00649,0.00714,0.00781,0.00851,0.00923,0.00998,0.01075,0.01155,0.01238,0.01323,0.0141,0.015,0.01592
f95410cce,MIMOSA,baseline,R5.2ASIA,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00041,0.00086,0.00135,0.00186,0.00241,0.00299,0.00361,0.00425,0.00491,0.00559,0.0063,0.00704,0.00779,0.00857,0.00936,0.01018,0.01103,0.01192,0.01284,0.0138,0.01479,0.01582,0.01689,0.01799,0.01913,0.02031
f95410cce,MIMOSA,baseline,R5.2LAM,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00017,0.00035,0.00055,0.00076,0.00098,0.00122,0.00147,0.00174,0.00202,0.00232,0.00262,0.00294,0.00328,0.00363,0.00399,0.00437,0.00476,0.00516,0.00558,0.00601,0.00646,0.00692,0.0074,0.00788,0.00839,0.0089
f95410cce,MIMOSA,baseline,R5.2MAF,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00026,0.00051,0.00074,0.00094,0.00109,0.00117,0.0012,0.00116,0.00106,0.0009,0.00069,0.00043,0.00014,-0.00019,-0.00054,-0.0009,-0.00122,-0.0015,-0.00175,-0.00198,-0.00219,-0.00238,-0.00255,-0.0027,-0.00283,-0.00293
f95410cce,MIMOSA,baseline,R5.2OECD,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,9e-05,0.0002,0.00031,0.00043,0.00056,0.00069,0.00084,0.00099,0.00114,0.00131,0.00148,0.00166,0.00185,0.00204,0.00224,0.00245,0.00267,0.00289,0.00313,0.00337,0.00362,0.00387,0.00414,0.00441,0.00469,0.00498
f95410cce,MIMOSA,baseline,R5.2REF,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00012,0.00025,0.00039,0.00054,0.0007,0.00087,0.00105,0.00124,0.00144,0.00165,0.00187,0.0021,0.00233,0.00258,0.00284,0.00311,0.00339,0.00367,0.00397,0.00428,0.0046,0.00493,0.00526,0.00561,0.00597,0.00634
f95410cce,MIMOSA,baseline,RCAM,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00017,0.00035,0.00055,0.00076,0.00098,0.00122,0.00147,0.00174,0.00202,0.00232,0.00262,0.00294,0.00328,0.00363,0.00399,0.00437,0.00476,0.00516,0.00558,0.00601,0.00646,0.00692,0.0074,0.00788,0.00839,0.0089
f95410cce,MIMOSA,baseline,RSAF,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00025,-0.00052,-0.00081,-0.00112,-0.00145,-0.0018,-0.00218,-0.00257,-0.00299,-0.00342,-0.00387,-0.00435,-0.00484,-0.00536,-0.00589,-0.00645,-0.00702,-0.00762,-0.00824,-0.00888,-0.00954,-0.01022,-0.01092,-0.01164,-0.01238,-0.01315
f95410cce,MIMOSA,baseline,RSAM,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00017,0.00035,0.00055,0.00076,0.00098,0.00122,0.00147,0.00174,0.00202,0.00232,0.00262,0.00294,0.00328,0.00363,0.00399,0.00437,0.00476,0.00516,0.00558,0.00601,0.00646,0.00692,0.0074,0.00788,0.00839,0.0089
f95410cce,MIMOSA,baseline,RSAS,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f95410cce,MIMOSA,baseline,RUS,5,5,True,baseline,,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00012,0.00025,0.00039,0.00054,0.0007,0.00087,0.00105,0.00124,0.00144,0.00165,0.00187,0.0021,0.00233,0.00258,0.00284,0.00311,0.00339,0.00367,0.00397,0.00428,0.0046,0.00493,0.00526,0.00561,0.00597,0.00634
