Param hash,Model,Scenario,Region,Damage quantile,SLR quantile,SLR adaptation,Target,Discounting,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
ebb7934d2,MIMOSA,experiment_2.2,NAF,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,583.268,536.943,573.848,595.516,602.345,600.391,610.682,648.928,701.768,751.862,789.503,811.121,827.536,849.493,876.947,907.881,941.925,1156.01,1156.01,1156.01,1156.01,1156.01,1156.01,1156.01,1156.01,1156.01,1156.01
ebb7934d2,MIMOSA,experiment_2.2,OCE,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,388.396,291.297,194.198,173.302,188.792,190.815,177.317,153.377,136.915,138.254,139.309,126.296,111.313,105.641,104.795,103.344,102.074,147.109,147.109,147.109,147.109,147.108,147.108,147.108,147.108,147.108,147.108
ebb7934d2,MIMOSA,experiment_2.2,R5.2ASIA,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,19614.70825,15628.44128,14487.10768,14364.3662,14127.19366,13910.28756,13770.44515,13716.94959,13671.36899,13552.78612,13340.11125,13045.60685,12731.85759,12459.31924,12266.21546,12173.86594,12155.72606,13871.37197,13871.33897,13871.32597,13871.32497,13871.32491,13871.32491,13871.32491,13871.32491,13871.32491,13871.32391
ebb7934d2,MIMOSA,experiment_2.2,R5.2LAM,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,3835.12583,2878.85178,2236.8281,2227.69126,2249.37613,2276.38011,2213.22064,2018.48693,1805.89705,1666.51697,1590.94889,1544.36153,1468.44884,1340.43645,1216.03224,1134.95904,1080.05393,1412.4428,1412.4418,1412.4398,1412.4398,1412.4398,1412.4398,1412.4398,1412.4398,1412.4398,1412.4388
ebb7934d2,MIMOSA,experiment_2.2,R5.2MAF,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,5983.10126,5637.54687,6121.80696,6194.09988,6081.38827,5987.92953,5820.66486,5443.25531,5259.87699,5531.50235,6062.43639,6628.43831,7180.22998,7708.4528,8188.9273,8610.45262,9018.40309,11682.95698,11682.95698,11682.95698,11682.95698,11682.95698,11682.95698,11682.95698,11682.95698,11682.95598,11682.95598
ebb7934d2,MIMOSA,experiment_2.2,R5.2OECD,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,10614.24863,7990.10785,5757.31334,5219.44531,5110.68379,5070.84765,5068.87054,5079.96433,5065.49543,4997.30842,4900.73957,4807.15794,4716.88338,4629.88918,4577.61584,4586.02025,4636.08291,5571.49078,5571.48878,5571.48878,5571.48878,5571.48784,5571.48684,5571.48484,5571.48484,5571.48484,5571.48484
ebb7934d2,MIMOSA,experiment_2.2,R5.2REF,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,2767.205,2144.313,2130.371,2110.557,2054.293,1964.171,1887.313,1858.855,1848.383,1822.261,1784.19,1744.981,1707.593,1672.522,1638.65,1605.284,1574.81,1611.258,1611.257,1611.255,1611.255,1611.255,1611.255,1611.255,1611.255,1611.255,1611.254
ebb7934d2,MIMOSA,experiment_2.2,RCAM,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,302.334,229.257,232.425,235.349,242.721,259.937,286.131,317.858,347.405,368.455,380.245,383.94,382.687,379.149,373.702,366.841,360.824,437.029,437.029,437.029,437.029,437.029,437.029,437.029,437.029,437.029,437.028
ebb7934d2,MIMOSA,experiment_2.2,RSAF,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,786.528,603.731,651.757,925.021,1145.97,1052.92,856.289,696.497,655.781,709.615,820.542,949.835,1066.16,1152.51,1227.67,1310.43,1398.27,1818.14,1818.14,1818.14,1818.14,1818.14,1818.14,1818.14,1818.14,1818.14,1818.14
ebb7934d2,MIMOSA,experiment_2.2,RSAM,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,1383.48,1037.61,807.734,748.283,720.212,757.323,762.214,672.941,565.466,502.048,464.579,428.388,382.715,327.025,274.254,232.462,198.672,301.978,301.978,301.977,301.977,301.977,301.977,301.977,301.977,301.977,301.977
ebb7934d2,MIMOSA,experiment_2.2,RSAS,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,417.044,447.822,544.119,635.88,733.426,849.533,991.539,1158.97,1328.98,1482.68,1629.3,1780.27,1933.82,2087.15,2242.07,2400.68,2563.35,3415.78,3415.77,3415.77,3415.77,3415.77,3415.77,3415.77,3415.77,3415.77,3415.77
ebb7934d2,MIMOSA,experiment_2.2,RUS,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,1878.2,1421.29,1414.59,1383.89,1333.82,1278.6,1229.07,1192.97,1175.57,1173.62,1153.95,1094.14,1031.47,1001.75,987.303,965.348,940.114,946.069,946.069,946.068,946.068,946.068,946.068,946.068,946.068,946.068,946.067
ebb7934d2,MIMOSA,experiment_2.2,SAF,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,507.151,380.364,349.891,335.726,327.42,334.112,344.839,348.397,343.718,332.369,317.705,302.807,289.316,278.18,269.342,262.552,257.569,287.656,287.656,287.656,287.656,287.656,287.656,287.656,287.656,287.655,287.655
ebb7934d2,MIMOSA,experiment_2.2,SEAS,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,1514.17,1342.44,1479.07,1533.49,1518.2,1468.14,1440.49,1470.82,1512.84,1525.12,1536.76,1570.69,1578.41,1525.48,1473.19,1477.89,1513.2,1810.84,1810.84,1810.84,1810.84,1810.84,1810.84,1810.84,1810.84,1810.84,1810.84
ebb7934d2,MIMOSA,experiment_2.2,STAN,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,485.141,420.125,428.262,421.261,399.505,369.583,352.599,361.598,371.105,360.905,360.895,396.278,433.113,437.654,425.492,417.822,414.273,423.608,423.608,423.607,423.607,423.607,423.607,423.607,423.607,423.607,423.607
ebb7934d2,MIMOSA,experiment_2.2,TUR,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,435.783,355.915,367.326,362.856,353.322,350.606,356.203,367.977,379.04,383.75,383.627,381.629,380.307,380.649,378.511,370.635,361.003,370.518,370.517,370.517,370.517,370.517,370.517,370.516,370.516,370.516,370.516
ebb7934d2,MIMOSA,experiment_2.2,UKR,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,403.864,302.898,287.519,305.406,320.968,315.988,305.644,304.287,301.708,287.736,269.345,254.563,243.01,233.118,225.855,222.114,220.423,241.581,241.58,241.58,241.58,241.58,241.58,241.58,241.58,241.58,241.58
ebb7934d2,MIMOSA,experiment_2.2,USA,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,5393.82,4045.37,2696.91,2286.92,2209.59,2157.03,2111.45,2063.8,2009.62,1947.32,1884.26,1830.84,1801.27,1803.96,1822.92,1842.24,1867.35,2319.85,2319.85,2319.85,2319.85,2319.85,2319.85,2319.85,2319.85,2319.85,2319.85
ebb7934d2,MIMOSA,experiment_2.2,WAF,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,1817.0,2187.56,2489.54,2198.56,1819.88,1781.11,1744.18,1412.04,1132.05,1217.1,1504.76,1796.55,2052.76,2273.17,2464.96,2637.18,2804.06,3936.8,3936.8,3936.8,3936.8,3936.8,3936.8,3936.8,3936.8,3936.8,3936.8
ebb7934d2,MIMOSA,experiment_2.2,WEU,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,3131.74,2348.8,1760.33,1663.99,1634.84,1676.87,1754.93,1830.04,1872.78,1870.15,1858.26,1866.41,1862.3,1819.48,1781.37,1789.84,1825.5,2185.16,2185.16,2185.16,2185.16,2185.16,2185.16,2185.16,2185.16,2185.16,2185.16
ebb7934d2,MIMOSA,experiment_2.2,World,5,5,with,cba,low,Emissions|CO2,Mt CO2/yr,,,42817.275,34281.621,30735.497,30118.008,29624.672,29211.327,28762.198,28119.107,27652.565,27571.956,27680.062,27772.184,27806.632,27812.231,27889.038,28112.163,28466.649,34151.551,34151.514,34151.497,34151.496,34151.495,34151.494,34151.492,34151.492,34151.491,34151.488
ebb7934d2,MIMOSA,experiment_2.2,BRA,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00325,-0.0064,-0.00973,-0.01322,-0.01689,-0.02071,-0.02465,-0.02873,-0.03298,-0.03746,-0.04215,-0.04705,-0.05215,-0.05746,-0.06303,-0.06889,-0.07624,-0.0839,-0.09186,-0.10013,-0.10871,-0.11759,-0.12678,-0.13627,-0.14607,-0.15618
ebb7934d2,MIMOSA,experiment_2.2,CAN,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00066,0.00133,0.00203,0.00277,0.00354,0.00435,0.00518,0.00604,0.00694,0.00787,0.00884,0.00984,0.01088,0.01196,0.01307,0.01423,0.01559,0.017,0.01847,0.01998,0.02154,0.02315,0.02482,0.02653,0.02829,0.0301
ebb7934d2,MIMOSA,experiment_2.2,CEU,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00036,0.00073,0.00111,0.0015,0.00191,0.00233,0.00277,0.00321,0.00367,0.00416,0.00468,0.00521,0.00578,0.00636,0.00698,0.00763,0.00845,0.0093,0.01019,0.01112,0.01208,0.01309,0.01413,0.0152,0.01632,0.01747
ebb7934d2,MIMOSA,experiment_2.2,CHN,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,-0.00019,-0.00028,-0.00035,-0.00039,-0.0004,-0.00038,-0.00033,-0.00026,-0.00017,-7e-05,5e-05,0.00018,0.00033,0.0005,0.00067,0.00085,0.00097,0.00111,0.00127,0.00145,0.00165,0.00187,0.00211,0.00237,0.00264,0.00294
ebb7934d2,MIMOSA,experiment_2.2,EAF,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00218,0.00426,0.00644,0.00871,0.01107,0.01353,0.01605,0.01864,0.02133,0.02416,0.02713,0.03021,0.03342,0.03676,0.04025,0.04392,0.04856,0.05339,0.05841,0.06361,0.069,0.07457,0.08032,0.08626,0.09239,0.0987
ebb7934d2,MIMOSA,experiment_2.2,INDIA,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00023,-0.00044,-0.00066,-0.00088,-0.00112,-0.00137,-0.00162,-0.00188,-0.00216,-0.00245,-0.00277,-0.0031,-0.00345,-0.00382,-0.00421,-0.00463,-0.00522,-0.00583,-0.00648,-0.00715,-0.00785,-0.00858,-0.00933,-0.01012,-0.01093,-0.01177
ebb7934d2,MIMOSA,experiment_2.2,INDO,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00025,0.0006,0.00098,0.00139,0.00181,0.00225,0.00273,0.00322,0.00371,0.0042,0.00469,0.00517,0.00565,0.00613,0.00659,0.00702,0.00719,0.00734,0.00747,0.0076,0.0077,0.0078,0.00788,0.00794,0.00798,0.008
ebb7934d2,MIMOSA,experiment_2.2,JAP,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00064,0.0013,0.00201,0.00277,0.00358,0.00444,0.00533,0.00627,0.00724,0.00827,0.00935,0.01047,0.01164,0.01286,0.01413,0.01546,0.01704,0.01868,0.02039,0.02217,0.02402,0.02593,0.02792,0.02996,0.03208,0.03426
ebb7934d2,MIMOSA,experiment_2.2,KOR,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00115,0.00229,0.00347,0.0047,0.00598,0.00729,0.00865,0.01003,0.01147,0.01295,0.0145,0.01609,0.01773,0.01942,0.02117,0.02299,0.02514,0.02735,0.02964,0.03199,0.03442,0.03692,0.0395,0.04214,0.04485,0.04763
ebb7934d2,MIMOSA,experiment_2.2,ME,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00039,0.00081,0.00124,0.0017,0.00217,0.00265,0.00315,0.00366,0.00419,0.00473,0.00528,0.00584,0.00641,0.00699,0.00759,0.00819,0.00881,0.00943,0.01008,0.01073,0.0114,0.01208,0.01277,0.01348,0.0142,0.01493
ebb7934d2,MIMOSA,experiment_2.2,MEX,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00325,-0.0064,-0.00973,-0.01322,-0.01689,-0.02071,-0.02465,-0.02873,-0.03298,-0.03746,-0.04215,-0.04705,-0.05215,-0.05746,-0.06303,-0.06889,-0.07624,-0.0839,-0.09186,-0.10013,-0.10871,-0.11759,-0.12678,-0.13627,-0.14607,-0.15618
ebb7934d2,MIMOSA,experiment_2.2,NAF,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00053,-0.00104,-0.00161,-0.00227,-0.003,-0.0038,-0.00465,-0.00556,-0.00656,-0.00765,-0.00884,-0.01013,-0.01151,-0.01299,-0.01459,-0.01633,-0.01878,-0.02137,-0.02412,-0.02701,-0.03005,-0.03324,-0.03657,-0.04006,-0.04369,-0.04748
ebb7934d2,MIMOSA,experiment_2.2,OCE,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00015,-0.00029,-0.00045,-0.00063,-0.00084,-0.00107,-0.00131,-0.00158,-0.00187,-0.00219,-0.00255,-0.00294,-0.00336,-0.00381,-0.0043,-0.00483,-0.00562,-0.00644,-0.00732,-0.00825,-0.00922,-0.01025,-0.01132,-0.01244,-0.01362,-0.01484
ebb7934d2,MIMOSA,experiment_2.2,R5.2ASIA,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,-1e-05,2e-05,7e-05,0.00014,0.00022,0.00032,0.00043,0.00056,0.0007,0.00083,0.00098,0.00112,0.00127,0.00143,0.00159,0.00174,0.0018,0.00184,0.00188,0.00192,0.00195,0.00198,0.002,0.00201,0.00202,0.00203
ebb7934d2,MIMOSA,experiment_2.2,R5.2LAM,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00325,-0.0064,-0.00973,-0.01322,-0.01689,-0.02071,-0.02465,-0.02873,-0.03298,-0.03746,-0.04215,-0.04705,-0.05215,-0.05746,-0.06303,-0.06889,-0.07624,-0.0839,-0.09186,-0.10013,-0.10871,-0.11759,-0.12678,-0.13627,-0.14607,-0.15618
ebb7934d2,MIMOSA,experiment_2.2,R5.2MAF,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00085,0.00176,0.00279,0.00396,0.00533,0.00689,0.00864,0.01058,0.01271,0.01503,0.01755,0.02024,0.02308,0.02607,0.02923,0.0325,0.03638,0.04034,0.04438,0.04852,0.05276,0.0571,0.06156,0.06612,0.07078,0.07553
ebb7934d2,MIMOSA,experiment_2.2,R5.2OECD,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00044,0.00088,0.00133,0.00181,0.00231,0.00282,0.00334,0.00388,0.00443,0.005,0.00559,0.00621,0.00684,0.0075,0.00818,0.00888,0.00974,0.01062,0.01155,0.01251,0.0135,0.01453,0.01559,0.01669,0.01783,0.019
ebb7934d2,MIMOSA,experiment_2.2,R5.2REF,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00024,0.00049,0.00074,0.001,0.00126,0.00154,0.00182,0.0021,0.0024,0.0027,0.003,0.00332,0.00364,0.00398,0.00432,0.00467,0.00506,0.00546,0.00587,0.00629,0.00672,0.00717,0.00762,0.00808,0.00855,0.00903
ebb7934d2,MIMOSA,experiment_2.2,RCAM,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00325,-0.0064,-0.00973,-0.01322,-0.01689,-0.02071,-0.02465,-0.02873,-0.03298,-0.03746,-0.04215,-0.04705,-0.05215,-0.05746,-0.06303,-0.06889,-0.07624,-0.0839,-0.09186,-0.10013,-0.10871,-0.11759,-0.12678,-0.13627,-0.14607,-0.15618
ebb7934d2,MIMOSA,experiment_2.2,RSAF,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00218,0.00426,0.00644,0.00871,0.01107,0.01353,0.01605,0.01864,0.02133,0.02416,0.02713,0.03021,0.03342,0.03676,0.04025,0.04392,0.04856,0.05339,0.05841,0.06361,0.069,0.07457,0.08032,0.08626,0.09239,0.0987
ebb7934d2,MIMOSA,experiment_2.2,RSAM,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00325,-0.0064,-0.00973,-0.01322,-0.01689,-0.02071,-0.02465,-0.02873,-0.03298,-0.03746,-0.04215,-0.04705,-0.05215,-0.05746,-0.06303,-0.06889,-0.07624,-0.0839,-0.09186,-0.10013,-0.10871,-0.11759,-0.12678,-0.13627,-0.14607,-0.15618
ebb7934d2,MIMOSA,experiment_2.2,RSAS,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00052,0.001,0.00149,0.002,0.00252,0.00304,0.00357,0.00411,0.00467,0.00524,0.00583,0.00644,0.00706,0.00771,0.00837,0.00906,0.00992,0.01079,0.0117,0.01262,0.01358,0.01455,0.01556,0.01658,0.01764,0.01871
ebb7934d2,MIMOSA,experiment_2.2,RUS,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00024,0.00049,0.00074,0.001,0.00126,0.00154,0.00182,0.0021,0.0024,0.0027,0.003,0.00332,0.00364,0.00398,0.00432,0.00467,0.00506,0.00546,0.00587,0.00629,0.00672,0.00717,0.00762,0.00808,0.00855,0.00903
ebb7934d2,MIMOSA,experiment_2.2,SAF,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00148,0.003,0.00465,0.00641,0.00831,0.01031,0.01241,0.0146,0.01691,0.01936,0.02194,0.02465,0.02749,0.03046,0.03358,0.03686,0.04091,0.04515,0.04957,0.05419,0.05899,0.06398,0.06916,0.07453,0.08009,0.08583
ebb7934d2,MIMOSA,experiment_2.2,SEAS,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00025,0.0006,0.00098,0.00139,0.00181,0.00225,0.00273,0.00322,0.00371,0.0042,0.00469,0.00517,0.00565,0.00613,0.00659,0.00702,0.00719,0.00734,0.00747,0.0076,0.0077,0.0078,0.00788,0.00794,0.00798,0.008
ebb7934d2,MIMOSA,experiment_2.2,STAN,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00024,0.00049,0.00074,0.001,0.00126,0.00154,0.00182,0.0021,0.0024,0.0027,0.003,0.00332,0.00364,0.00398,0.00432,0.00467,0.00506,0.00546,0.00587,0.00629,0.00672,0.00717,0.00762,0.00808,0.00855,0.00903
ebb7934d2,MIMOSA,experiment_2.2,TUR,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00039,0.00081,0.00124,0.0017,0.00217,0.00265,0.00315,0.00366,0.00419,0.00473,0.00528,0.00584,0.00641,0.00699,0.00759,0.00819,0.00881,0.00943,0.01008,0.01073,0.0114,0.01208,0.01277,0.01348,0.0142,0.01493
ebb7934d2,MIMOSA,experiment_2.2,UKR,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00024,0.00049,0.00074,0.001,0.00126,0.00154,0.00182,0.0021,0.0024,0.0027,0.003,0.00332,0.00364,0.00398,0.00432,0.00467,0.00506,0.00546,0.00587,0.00629,0.00672,0.00717,0.00762,0.00808,0.00855,0.00903
ebb7934d2,MIMOSA,experiment_2.2,USA,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00062,0.00123,0.00188,0.00256,0.00327,0.00401,0.00477,0.00555,0.00637,0.00722,0.00812,0.00904,0.01,0.011,0.01204,0.01313,0.01444,0.0158,0.01722,0.01869,0.0202,0.02177,0.02339,0.02506,0.02678,0.02854
ebb7934d2,MIMOSA,experiment_2.2,WAF,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,0.00218,0.00426,0.00644,0.00871,0.01107,0.01353,0.01605,0.01864,0.02133,0.02416,0.02713,0.03021,0.03342,0.03676,0.04025,0.04392,0.04856,0.05339,0.05841,0.06361,0.069,0.07457,0.08032,0.08626,0.09239,0.0987
ebb7934d2,MIMOSA,experiment_2.2,WEU,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00026,0.00052,0.0008,0.0011,0.00141,0.00174,0.00208,0.00243,0.0028,0.0032,0.00361,0.00404,0.0045,0.00497,0.00547,0.006,0.00666,0.00734,0.00806,0.00881,0.00959,0.0104,0.01124,0.01211,0.01301,0.01394
ebb7934d2,MIMOSA,experiment_2.2,World,5,5,with,cba,low,Damage Cost|Percentage of GDP,Relative (between 0 and 1),,,-0.0,-5e-05,-7e-05,-8e-05,-8e-05,-5e-05,2e-05,0.00013,0.00032,0.00058,0.00092,0.00136,0.00188,0.00251,0.00326,0.00412,0.00505,0.006,0.00695,0.00787,0.00878,0.00967,0.01055,0.01141,0.01225,0.01306,0.01383
ebb7934d2,MIMOSA,experiment_2.2,BRA,5,5,with,cba,low,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00017,0.00035,0.00053,0.00073,0.00093,0.00113,0.00134,0.00156,0.00179,0.00201,0.00225,0.00249,0.00273,0.00298,0.00323,0.00349,0.00375,0.00402,0.00429,0.00457,0.00485,0.00514,0.00544,0.00574,0.00605,0.00636
ebb7934d2,MIMOSA,experiment_2.2,CAN,5,5,with,cba,low,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00026,0.00053,0.00081,0.0011,0.0014,0.00171,0.00204,0.00237,0.00271,0.00305,0.00341,0.00377,0.00414,0.00451,0.00489,0.00528,0.00568,0.00609,0.0065,0.00692,0.00735,0.00779,0.00824,0.0087,0.00916,0.00963
ebb7934d2,MIMOSA,experiment_2.2,CEU,5,5,with,cba,low,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,5e-05,0.00011,0.00015,0.00019,0.00022,0.00024,0.00026,0.00027,0.00027,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028
ebb7934d2,MIMOSA,experiment_2.2,CHN,5,5,with,cba,low,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,0.00039,0.0008,0.00123,0.00167,0.00213,0.0026,0.00309,0.00359,0.00411,0.00463,0.00517,0.00572,0.00628,0.00685,0.00743,0.00802,0.00862,0.00924,0.00987,0.01051,0.01116,0.01183,0.01251,0.0132,0.01391,0.01462
ebb7934d2,MIMOSA,experiment_2.2,EAF,5,5,with,cba,low,Damage Cost|SLR|Percentage of GDP,Relative (between 0 and 1),,,0.0,-0.00025,-0.00051,-0.00079,-0.00107,-0.00137,-0.00167,-0.00198,-0.00231,-0.00264,-0.00297,-0.00332,-0.00367,-0.00403,-0.0044,-0.00477,-0.00515,-0.00553,-0.00593,-0.00633,-0.00675,-0.00717,-0.00759,-0.00803,-0.00848,-0.00893,-0.00939
